heart_rate,acc_x,acc_y,acc_z,acceleration_magnitude,sound_level,time_of_day,label
88.21,-0.3,0.091,0.264,0.41,51.31,20,0
111.72,-0.426,0.954,0.585,1.198,46.66,5,0
82.5,-0.97,0.001,0.409,1.053,38.13,9,0
156.92,1.143,2.332,0.502,2.646,95.82,18,2
64.52,-0.024,0.064,-0.041,0.08,21.12,3,0
146.02,0.521,-0.33,2.868,2.933,83.64,21,2
129.63,0.739,-1.252,-1.395,2.015,71.11,10,1
125.27,1.055,-1.625,-1.156,2.256,80.4,4,1
63.88,-0.335,-0.414,-0.819,0.977,53.0,16,0
85.57,-0.698,-1.064,0.376,1.327,30.91,14,0
115.46,1.145,-0.483,0.729,1.441,33.32,17,0
100.7,-2.082,1.258,-0.02,2.433,64.0,23,0
64.65,0.385,-0.14,-0.08,0.417,23.55,1,0
80.57,-0.079,-0.293,0.186,0.356,84.4,4,0
114.63,-0.202,-1.819,0.237,1.846,61.61,0,1
160.84,-2.761,-0.509,-0.695,2.892,96.64,21,2
127.38,-0.205,-2.061,0.213,2.082,77.07,0,1
61.93,-0.399,0.003,-0.02,0.4,42.42,18,0
80.01,0.021,-0.303,0.102,0.321,41.61,20,0
67.11,0.02,-0.59,0.027,0.591,18.88,14,0
120.59,0.201,-1.528,-0.448,1.605,61.52,1,1
109.87,1.853,0.865,-0.689,2.158,86.53,14,1
75.21,-0.007,-0.454,-0.19,0.492,44.01,8,0
80.53,-0.159,0.247,-0.197,0.354,43.21,14,0
56.91,-0.832,-0.527,-0.276,1.022,52.0,10,0
88.48,0.441,0.384,0.231,0.628,23.69,23,0
86.41,0.437,-0.373,-0.078,0.58,35.74,5,0
60.0,-1.25,1.469,-0.075,1.93,37.08,22,0
92.19,-0.103,0.308,0.101,0.34,69.79,12,0
93.93,-0.049,-1.56,-1.548,2.198,53.38,19,1
66.62,0.033,-0.46,-0.149,0.484,31.45,17,0
73.96,0.338,-0.767,0.833,1.181,66.23,5,0
81.16,1.245,-0.036,-0.224,1.265,53.99,13,0
79.2,0.038,0.005,0.028,0.048,39.98,3,0
80.38,0.274,0.335,-0.053,0.436,47.58,10,0
70.06,-1.179,-0.629,-0.493,1.425,52.94,6,0
89.56,-1.35,-0.865,0.888,1.833,47.24,8,0
75.35,0.075,-0.41,1.07,1.148,51.98,12,0
101.76,-1.256,0.394,0.358,1.364,64.16,21,1
99.6,-0.965,0.169,1.091,1.466,20.43,4,0
82.72,0.38,-0.549,0.214,0.702,21.31,16,0
105.07,-0.109,-0.259,0.971,1.011,66.07,13,1
70.52,-1.819,0.405,-1.181,2.206,27.35,13,0
68.44,0.111,0.203,-0.252,0.342,22.69,20,0
90.63,0.194,1.014,0.57,1.18,85.0,4,0
95.81,0.036,-0.022,0.023,0.048,32.54,7,0
110.6,-1.327,0.065,-1.343,1.889,64.06,19,1
102.19,0.55,0.853,-1.138,1.525,70.36,22,0
100.55,-0.286,0.031,-0.284,0.404,49.86,6,0
122.4,-1.394,-1.216,0.901,2.057,60.65,18,1
111.41,1.075,-0.004,-0.091,1.079,49.09,5,0
128.56,-0.246,1.03,-1.931,2.202,61.81,12,1
72.66,0.045,0.023,-0.036,0.062,40.05,15,0
141.2,-2.954,-0.108,-0.512,3.0,86.82,12,2
82.42,0.019,-0.079,-0.012,0.082,56.37,22,0
64.88,0.632,1.022,-1.095,1.626,55.82,0,0
95.59,-0.539,-0.425,0.41,0.8,36.42,2,0
82.95,0.213,0.448,-0.039,0.498,48.36,16,0
68.5,-0.03,-0.335,0.128,0.359,40.69,12,0
95.97,0.38,-0.184,0.224,0.478,69.35,19,0
106.08,-1.338,0.491,-0.525,1.519,48.33,16,0
106.35,-0.524,-0.501,0.078,0.729,65.61,18,0
96.21,0.265,-0.015,1.096,1.128,50.07,0,0
74.1,0.069,-5.22230722844707,-0.108,5.223879572529454,34.84,14,0
107.64,-2.001,-0.135,-0.658,2.11,60.94,21,1
100.77,0.597,1.699,-0.479,1.863,64.82,2,1
119.21,-0.166,2.077,-1.022,2.32,67.85,9,1
60.74,0.428,-0.519,-0.113,0.683,22.7,20,0
83.03,0.418,-0.35,0.055,0.547,52.59,2,0
79.55,-1.698,-0.044,0.724,1.847,40.18,4,0
113.64,0.889,-0.765,-1.616,1.997,57.34,7,1
61.75,-0.018,-0.726,1.365,1.546,46.56,23,0
145.5,-0.167,1.249,1.56,2.006,61.23,12,1
87.55,0.482,-0.046,0.16,0.51,48.34,17,0
112.42,-0.885,-0.027,-1.636,1.861,18.31,21,0
87.38,-0.3,0.717,0.448,0.897,30.07,13,0
68.43,0.35,0.199,-0.037,0.404,29.38,17,0
97.81,-0.614,-1.369,0.203,1.514,63.71,0,1
108.08,0.077,-0.09,0.088,0.147,70.1,11,0
137.72,-2.021,1.788,-2.718,3.83,104.61,20,2
57.35,0.217,-0.157,-0.236,0.357,49.87,15,0
78.68,-0.045,0.29,-0.209,0.361,37.71,1,0
69.86,-1.218,-1.006,-0.528,1.665,29.99,6,0
73.71,-0.527,-0.133,-1.937,2.012,74.91,23,1
96.95,-0.219,-0.305,0.265,0.46,60.23,20,0
73.17,1.271,0.692,0.729,1.621,43.81,22,0
134.84,-0.439,0.587,-2.867,2.959,106.83,12,2
122.91,0.276,1.13,-1.205,1.675,76.22,13,1
127.09,-2.506,-0.374,-0.206,2.542,68.81,2,1
112.24,0.337,-0.563,-0.264,0.707,61.31,8,0
73.28,-0.539,0.348,0.743,0.981,68.49,18,0
89.04,0.046,0.028,0.017,0.057,53.45,2,0
119.16,0.36,1.094,1.069,1.571,80.7,18,1
97.71,0.344,0.001,-0.178,0.387,58.25,11,0
96.24,0.271,1.905,-0.562,2.004,25.84,16,0
152.62,-2.935,-0.325,1.662,3.388,91.37,10,2
155.4,2.794,1.291,-0.504,3.119,98.48,19,2
86.36,-0.175,-1.117,0.199,1.148,53.35,13,0
120.29,-1.301,-1.249,-0.569,1.891,108.46,12,2
85.25,0.409,0.075,-0.285,0.504,54.22,4,0
136.38,0.191,2.436,2.757,3.684,88.68,9,2
100.44,-0.296,-0.186,0.538,0.642,56.97,6,0
99.32,0.199,0.104,1.158,1.18,53.01,9,0
73.18,-0.586,0.174,0.322,0.691,45.91,11,0
112.64,1.732,-0.284,0.274,1.777,66.12,20,1
103.42,1.042,-0.778,1.414,1.921,84.61,19,1
94.68,-0.096,0.616,-1.038,1.211,58.59,10,0
75.78,-0.096,-0.087,0.137,0.188,28.21,3,0
116.99,-0.33,0.527,0.532,0.818,34.37,11,0
107.56,-0.274,1.641,0.609,1.772,60.97,18,1
110.95,-1.757,0.572,0.388,1.888,74.16,20,1
102.89,-1.849,-0.415,-1.305,2.301,78.76,18,1
87.27,-0.429,0.651,-0.662,1.022,23.85,17,0
96.72,0.395,-0.229,0.306,0.55,55.95,9,0
74.49,0.884,-1.423,0.372,1.716,47.52,0,0
82.56,0.879,0.497,-0.752,1.259,30.74,6,0
98.15,-0.475,0.732,-0.754,1.153,32.67,15,0
119.14,-0.222,-1.637,0.799,1.835,69.33,23,1
99.35,0.395,-0.549,-0.272,0.729,71.31,16,0
68.06,0.143,0.1,-0.164,0.24,34.78,16,0
114.64,-0.738,0.279,2.204,2.341,68.02,14,1
71.0,-1.324,-0.141,-0.108,1.336,40.88,17,0
92.88,0.834,0.577,0.225,1.039,22.09,3,0
96.37,0.249,-0.021,0.488,0.548,40.77,15,0
106.5,1.157,1.308,0.363,1.784,80.45,6,1
115.58,0.24,-0.526,0.058,0.581,62.76,12,0
92.2,-1.302,-0.096,-0.398,1.365,62.15,21,0
117.47,-0.457,0.953,-1.082,1.512,64.13,12,1
105.35,-1.226,1.224,1.123,2.065,73.69,8,1
98.54,-0.069,0.406,0.226,0.47,43.37,22,0
62.85,-0.11,0.131,0.155,0.231,39.95,20,0
56.38,-0.56,0.795,0.908,1.331,27.8,5,0
86.82,-0.293,-0.284,-0.606,0.731,34.08,0,0
62.13,0.131,0.71,0.262,0.768,77.19,23,0
119.55,-1.253,0.938,0.739,1.731,65.71,13,1
70.54,-0.199,-0.385,0.134,0.453,52.15,9,0
83.7,-0.498,-0.008,0.164,0.525,81.52,1,0
65.44,0.195,-0.15,-0.104,0.267,29.73,1,0
144.55,2.587,0.259,-1.167,2.85,90.63,7,2
89.45,-0.895,-0.365,-0.494,1.085,48.51,15,0
85.41,1.25,0.03,0.282,1.281,32.96,18,0
127.26,-0.365,-2.161,-0.682,2.295,78.17,19,1
108.09,0.807,1.117,-1.706,2.193,78.29,11,1
66.86,1.111,0.018,-2.215,2.478,45.0,8,0
96.65,-1.02,0.056,-0.976,1.413,33.96,19,0
132.74,-1.441,-0.208,-1.47,2.069,70.62,13,1
161.26,1.401,-0.012,2.222,2.627,87.61,21,2
113.27,-1.087,-1.71,0.304,2.049,82.94,12,1
99.33,-0.881,0.407,-1.025,1.411,34.42,7,0
70.44,-0.386,1.275,1.105,1.731,39.68,23,0
111.98,0.689,-1.567,-0.685,1.844,85.0,11,1
91.45,0.127,-0.077,0.11,0.185,38.11,1,0
139.27,1.91,-0.164,1.704,2.565,83.56,4,2
93.44,-0.102,-0.899,-0.124,0.913,42.34,7,0
91.72,-0.543,-0.132,-0.695,0.892,55.5,9,0
99.85,1.109,-0.424,0.018,1.188,57.0,10,0
95.07,0.508,1.711,-1.358,2.243,40.87,6,0
74.82,-0.506,-0.294,-0.456,0.741,25.55,9,0
81.79,-0.556,1.19,-1.062,1.689,73.47,17,0
71.34,0.022,0.015,-0.086,0.091,30.67,20,0
85.32,-0.872,0.648,-0.349,1.141,42.14,18,0
94.71,0.842,-0.418,-1.673,1.919,51.87,22,0
170.93,-1.548,-1.541,-2.721,3.489,102.22,20,2
84.55,0.15,-0.686,0.755,1.032,56.82,6,0
98.8,1.08,0.029,0.378,1.145,68.21,10,0
58.32,0.215,0.045,-0.358,0.42,77.6,15,0
89.46,0.225,-0.504,0.223,0.595,37.76,15,0
123.33,0.141,0.195,-0.179,0.3,41.19,13,0
104.63,-1.467,-1.557,-1.295,2.5,74.79,5,1
94.74,0.002,-0.44,1.84,1.891,55.28,16,0
83.61,0.295,-0.637,0.19,0.727,78.34,8,0
76.42,0.238,-0.144,0.435,0.517,23.74,5,0
85.72,-1.19,0.344,-0.341,1.285,41.45,21,0
80.2,-0.128,-0.001,-0.162,0.207,57.0,6,0
147.01,-0.336,-0.731,2.698,2.815,99.34,4,2
151.14,0.594,-0.93,1.536,1.891,66.53,7,1
93.8,0.611,-0.239,0.036,0.657,59.91,17,0
139.97,0.762,1.905,-2.069,2.914,93.16,13,2
70.28,-0.022,0.06,0.331,0.337,56.89,22,0
91.77,0.312,-0.218,0.386,0.542,43.2,20,0
65.98,0.195,-0.449,-0.524,0.717,36.66,14,0
92.71,0.024,-1.204,0.238,1.227,31.84,7,0
136.18,-1.821,1.398,3.143,3.892,91.45,14,2
99.77,-2.023,-0.266,0.681,2.151,56.26,15,1
73.53,-0.289,0.227,0.511,0.63,44.7,12,0
78.15,-0.503,0.406,0.326,0.724,24.86,9,0
114.01,-0.698,0.294,-0.113,0.766,22.68,16,0
121.22,-0.57,0.721,-0.044,0.92,36.24,2,0
89.5,-0.161,0.023,1.059,1.072,31.64,21,0
61.03,-0.128,-0.124,-0.523,0.552,38.37,11,0
99.61,1.65,-1.618,-0.953,2.499,87.62,4,1
101.9,0.049,0.055,0.617,0.621,43.89,23,0
143.79,0.504,2.469,-1.142,2.766,97.84,7,2
86.82,0.027,0.038,-0.109,0.118,27.1,14,0
93.43,0.067,-0.877,-0.906,1.263,51.04,0,0
113.27,0.18,0.85,1.536,1.765,48.24,13,1
112.75,1.605,-0.115,0.987,1.888,66.75,5,1
120.59,1.376,-0.274,-1.325,1.929,74.36,16,1
164.2,0.291,-2.08,0.983,2.319,105.65,9,2
83.28,1.073,0.29,-0.331,1.159,20.62,17,0
79.37,0.073,-0.053,0.014,0.091,58.0,2,0
74.68,-0.255,-0.32,1.182,1.251,26.96,10,0
160.64,2.41,0.974,1.605,3.055,96.45,21,2
76.76,0.745,-0.532,-0.601,1.095,45.91,21,0
137.97,-0.536,0.895,1.586,1.899,105.62,11,2
95.31,0.262,-1.015,-1.382,1.735,20.15,0,0
61.0,1.438,1.057,0.981,2.037,25.38,13,0
101.56,-0.169,0.004,0.426,0.458,47.22,17,0
82.73,1.388,-0.225,-0.443,1.474,51.18,0,0
126.52,-0.797,-1.565,-1.889,2.579,71.83,22,1
74.94,-0.371,1.245,0.35,1.346,49.3,3,0
75.39,-0.397,-0.203,-0.054,0.449,43.14,5,0
119.51,-1.717,0.158,-1.262,2.137,78.84,16,1
85.73,-0.104,-0.381,-1.459,1.511,81.57,1,0
74.31,0.433,-0.372,0.143,0.588,31.56,15,0
67.31,0.351,0.529,-0.522,0.822,27.56,21,0
131.25,0.924,-1.038,1.084,1.763,73.68,17,1
76.31,0.6,0.113,0.306,0.683,48.29,21,0
118.98,-0.712,-1.748,0.609,1.984,60.27,5,1
99.57,-0.343,0.47,1.21,1.343,50.52,23,0
101.31,1.758,-0.73,0.11,1.906,66.3,18,1
128.82,-2.895,-0.882,-0.331,3.045,108.5,4,2
78.45,1.127,-0.575,0.62,1.409,57.1,19,0
87.16,-1.076,0.965,-0.298,1.476,44.56,14,0
73.74,0.359,0.185,-0.166,0.437,50.01,18,0
91.03,-0.03,-0.188,0.336,0.387,47.57,23,0
109.61,-1.103,1.903,0.855,2.36,78.43,7,1
86.18,0.354,0.378,-0.318,0.608,58.01,9,0
92.48,0.365,-0.264,0.309,0.546,50.03,4,0
96.6,0.017,0.022,-0.017,0.033,32.63,5,0
113.83,-0.453,-0.411,1.495,1.615,23.12,19,0
122.01,0.159,0.765,-1.35,1.56,72.93,20,1
107.45,-0.576,-0.105,0.272,0.646,54.26,7,0
107.66,-0.085,2.466,0.573,2.534,97.24,19,1
97.72,0.045,0.449,0.658,0.798,22.45,14,0
104.14,1.654,1.856,1.045,2.697,82.02,12,1
105.31,0.043,-0.13,-0.023,0.139,40.49,8,0
123.7,1.97,-0.286,1.714,2.627,85.21,9,1
146.5,-3.337,0.935,0.942,3.591,94.07,8,2
68.57,-0.989,0.254,-0.281,1.059,55.73,1,0
79.11,-1.178,-0.02,-0.176,1.191,25.62,1,0
66.99,-1.497,-0.489,1.194,1.977,56.97,18,0
79.89,0.615,0.769,0.067,0.986,20.94,1,0
34.83738520752998,-0.318,2.393,-0.697,2.5126444237098093,74.85,3,0
123.56,-0.318,-0.025,0.162,0.358,19.07,23,0
106.71,-1.24,-0.025,-1.625,2.044,78.13,19,1
164.98,0.185,1.475,1.904,2.415,85.31,19,2
81.22,-0.154,-0.674,-0.514,0.862,27.37,8,0
128.21,2.103,0.357,-0.985,2.35,99.39,1,1
141.03,1.409,2.606,1.93,3.536,95.96,18,2
78.2,-0.11,-0.118,-0.152,0.222,29.24,23,0
63.86,0.17,0.231,0.163,0.329,50.45,19,0
136.51,1.91,1.256,2.558,3.43,92.66,0,2
81.94,1.108,1.249,-0.396,1.716,71.61,5,1
70.86,0.64,0.886,-0.197,1.11,39.85,12,0
85.88,0.866,-0.864,1.429,1.881,37.6,21,0
95.89,-0.328,0.215,0.115,0.4086979324635739,112.92882927824947,5,0
83.17,-0.19,0.312,-0.368,0.519,36.51,21,0
98.42,-0.064,-0.744,1.042,1.282,43.48,1,0
82.79,0.125,0.41,-0.185,0.467,59.82,1,0
106.47,1.08,-1.859,-0.354,2.179,80.23,17,1
100.54,-0.391,0.705,-0.327,0.87,85.0,7,0
85.35,-0.382,-0.199,-0.675,0.801,45.5,10,0
65.68,0.159,0.252,0.033,0.3,54.59,11,0
93.75,0.344,-0.546,-0.245,0.69,49.61,11,0
96.25,-0.434,-0.731,0.491,0.982,49.01,6,0
68.82,-0.51,-0.718,0.642,1.089,45.41,22,0
75.15,-1.189,-0.293,-0.472,1.313,49.32,18,0
113.27,-0.012,0.104,0.195,0.222,22.17,7,0
101.48,-1.395,0.152,-0.566,1.513,29.33,6,0
95.29,0.078,-0.044,0.051,0.103,72.7,6,0
97.21,-0.74,-0.224,-0.089,0.779,44.33,2,0
30.73047708470777,-1.203,1.268,2.134,2.7584395951334515,68.5,7,1
102.81,-0.838,-0.826,-0.897,1.48,67.49,4,1
70.61,-0.651,0.833,0.528,1.182,30.52,21,0
102.52,0.048,-1.941,1.084,2.224,64.78,22,1
102.59,-1.172,-0.189,-1.661,2.041,80.54,9,1
95.12,0.685,0.454,-0.825,1.165,36.07,3,0
95.63,0.105,0.013,0.079,0.132,66.64,1,0
115.01,-2.199,0.101,-1.055,2.441,82.37,15,1
85.6,0.02,0.193,0.102,0.219,36.44,17,0
63.47,-0.418,0.595,0.458,0.859,20.28,23,0
65.71,-0.035,-0.045,-0.542,0.545,55.2,19,0
120.54,-1.021,-1.701,-0.857,2.161,81.4,8,1
137.1,0.69,1.51,-1.327,2.126,69.85,7,1
91.67,-0.991,-1.062,0.585,1.566,40.87,21,0
70.2,-1.324,-0.693,-0.616,1.616,26.6,16,0
110.43,0.398,-0.617,1.606,1.766,72.43,1,1
65.55,0.082,0.039,-1.022,1.027,85.0,12,0
124.24,-0.674,-1.562,0.136,1.707,79.07,5,1
81.49,0.245,0.265,0.311,0.477,39.45,11,0
84.05,-0.09,-0.034,-0.044,0.105,48.32,16,0
77.26587512847793,-0.5464074729439623,0.4268968290880199,1.0478017211789892,1.2564595003739933,32.79015622044073,17,0
60.3,0.031,0.263,-0.719,0.767,45.78,17,0
104.53,1.318,-0.088,2.437,2.773,77.0,5,1
76.56,-0.038,0.436,0.447,0.626,39.67,1,0
78.09,0.997,0.747,0.252,1.271,32.46,21,0
89.32,0.35,1.077,-0.984,1.501,42.14,8,0
107.58,-0.811,-0.961,1.298,1.807,61.0,16,1
86.95,1.201,-0.446,0.434,1.353,75.5,22,0
69.21,-1.203,-0.349,0.293,1.286,65.53,15,0
91.96,-1.001,1.156,0.505,1.611,55.6,4,0
63.08,0.107,-0.122,0.257,0.303,57.85,8,0
92.02,0.185,-0.889,-0.649,1.116,31.86,1,0
98.14,-0.377,0.278,1.197,1.286,52.49,4,0
71.57,0.028,0.636,-0.973,1.163,31.53,8,0
96.45,-0.089,1.198,-1.275,1.752,48.69,2,0
80.37,0.082,-0.298,0.04,0.312,27.5,11,0
115.18,-0.06,1.05,0.133,1.06,49.57,22,0
168.24,3.274,-1.649,0.414,3.689,96.1,22,2
126.59,0.35,0.691,0.73,1.065,76.92,18,0
117.61,-1.518,0.118,1.357,2.039,65.82,17,1
86.0,-0.919,0.563,-0.138,1.086,60.6,13,0
74.5,-0.013,0.042,-0.092,0.102,31.83,7,0
150.24,0.997,-0.358,2.543,2.755,93.28,14,2
133.83,3.999,-0.183,-0.019,4.003,107.62,5,2
91.78,0.201,-0.015,-0.669,0.699,55.29,2,0
70.88,-0.796,-0.506,-0.388,1.02,51.24,8,0
104.86,-5.950437134100452,1.946,0.266,6.26620890865295,75.26,14,1
80.83,-1.279,0.86,0.467,1.61,37.69,23,0
104.4,-1.229,-0.536,0.642,1.487,38.81,22,0
76.7,0.011,-0.001,0.035,0.037,30.08,12,0
78.24,-1.632,1.083,-0.565,2.039,20.78,18,0
107.87,1.658,0.993,-0.742,2.07,79.78,13,1
119.48,-0.058,-0.327,-0.54,0.634,47.15,5,0
97.27,-0.18,-0.138,0.53,0.576,22.3,17,0
90.44,-0.657,0.898,-0.93,1.451,43.8,5,0
104.92,-0.093,-0.804,-0.758,1.109,51.87,1,0
89.69,-0.253,0.128,-0.169,0.33,58.37,22,0
148.81,-0.992,-0.565,3.055,3.261,88.13,10,2
84.18,-0.394,0.603,-1.243,1.436,64.95,1,0
105.68,-1.333,-0.032,-1.733,2.186,69.59,17,1
57.35,0.057,0.051,-0.006,0.077,62.55,4,0
83.79,-0.293,0.007,0.264,0.395,49.29,3,0
94.65,-0.14,-0.17,0.156,0.27,60.58,12,0
65.03,-0.175,-0.367,0.638,0.756,58.08,6,0
121.06,-0.246,0.341,0.996,1.081,60.28,4,1
111.37,0.544,0.449,-1.945,2.069,81.1,7,1
82.65,0.571,1.693,-0.325,1.817,75.42,6,0
89.83,0.037,-0.811,-0.704,1.075,54.87,17,0
95.72,0.511,-1.036,0.328,1.2,34.99,11,0
83.21,-1.543,-0.291,-0.631,1.692,43.38,11,1
77.62,-0.004,-0.016,0.001,0.017,59.63,10,0
61.77,-0.073,0.525,0.034,0.531,17.94,12,0
67.6,0.044,0.475,-0.177,0.509,39.43,2,0
112.17,1.554,-0.201,1.359,2.075,65.22,16,1
78.8,0.166,-0.446,0.088,0.484,35.16,9,0
98.7,0.056,0.08,0.034,0.103,25.21,0,0
97.14,1.284,-0.963,1.106,1.949,50.9,0,0
130.95,0.168,-1.973,3.393,3.928,84.37,7,2
99.35,0.348,-0.472,0.763,0.963,63.64,19,0
130.95,1.176,0.79,-1.992,2.444,109.1,15,2
74.37,-0.274,0.136,0.082,0.316,48.05,19,0
84.65,-0.029,0.651,0.057,0.654,52.58,3,0
101.73,0.791,0.44,-1.084,1.412,32.68,9,0
115.83,-0.427,1.69,1.904,2.581,78.53,23,1
103.74,-0.386,-0.617,-1.491,1.66,65.45,9,1
133.98,0.686,-1.804,-1.764,2.615,105.17,6,2
80.08,0.118,0.17,0.046,0.212,32.47,13,0
117.51,-0.045,0.029,0.075,0.092,65.61,3,0
100.8,-1.548,-0.994,-0.676,1.96,63.29,23,1
59.14,-0.268,0.811,-0.08,0.858,41.21,12,0
149.01,-1.167,2.593,-1.523,3.226,96.4,7,2
68.26,-0.425,0.557,0.69,0.983,24.68,22,0
61.37,0.049,0.197,-0.319,0.378,47.72,22,0
77.35,-1.082,-0.766,0.351,1.371,27.45,8,0
114.13,-0.659,1.364,-0.385,1.563,65.84,0,1
118.1,-0.534,2.13,-0.63,2.284,69.45,5,1
70.54,0.415,0.638,1.089,1.329,35.49,6,0
69.22,-0.995,0.339,0.44,1.14,27.4,23,0
124.32,-1.944,0.579,-0.186,2.037,79.72,18,1
141.22,3.078,-1.17,-0.404,3.317,108.72,16,2
72.51,-0.674,-0.976,-0.99,1.545,54.11,9,0
90.67,-0.292,0.468,-0.559,0.786,57.67,2,0
88.34,-0.116,0.116,1.332,1.342,52.12,7,0
67.97,0.759,0.188,-0.456,0.905,52.71,11,0
69.38,-0.162,-0.328,0.297,0.471,42.74,18,0
91.74,-0.012,-0.015,0.053,0.057,54.26,9,0
89.2,-0.747,-0.761,0.472,1.166,56.95,0,0
70.97,1.102,0.032,0.598,1.254,60.22,19,0
81.93,-0.83,1.034,0.131,1.332,51.35,1,0
63.04,0.183,0.133,-0.274,0.355,38.47,16,0
96.3,0.574,-1.355,-0.468,1.545,22.72,23,0
131.5,0.908,-0.721,1.572,1.953,67.66,14,1
75.44,0.648,-0.506,0.429,0.927,60.38,1,0
84.08,0.042,-0.033,-0.032,0.062,47.57,23,0
93.74,0.846,0.024,-0.388,0.931,58.06,18,0
92.02,0.352,-0.626,-0.135,0.731,34.75,4,0
95.25,0.074,-1.012,1.04,1.453,26.62,6,0
96.67,-0.179,0.361,-0.265,0.483,45.06,13,0
80.51,-0.934,-1.0,0.196,1.383,23.89,4,0
65.27,-0.007,-0.37,0.552,0.665,42.3,15,0
132.97,-1.942,0.655,-0.869,2.226,99.76,21,2
83.44,0.212,0.294,1.332,1.38,50.72,7,0
67.22,-0.078,-0.815,-0.875,1.198,53.21,21,0
153.38,-1.869,-1.84,1.989,3.292,81.49,16,2
92.58,-0.218,-0.23,-0.495,0.588,39.03,23,0
117.29,2.295,-0.238,1.202,2.601,65.9,15,1
79.8,-0.881,0.146,0.221,0.92,41.17,0,0
68.68293097910791,0.48612665843410924,-0.9983982238274621,-2.0734003521987354,2.352043188778638,71.69378834354096,5,0
101.79,-0.016,-0.221,0.126,0.255,64.15,1,0
119.4,-0.236,0.311,2.287,2.32,81.42,19,1
88.7,-1.206,0.342,-0.325,1.295,65.68,3,0
62.24,0.303,0.227,-0.315,0.492,53.94,1,0
77.87,-0.028,0.048,-0.303,0.308,73.37,10,0
127.27,-0.202,-0.466,-1.887,1.954,68.91,7,1
69.26,0.417,-0.325,0.208,0.568,34.38,19,0
87.38,-0.897,1.218,0.602,1.628,34.5,21,0
95.08,-0.92,0.659,-1.14,1.606,29.01,0,0
86.62,0.287,-1.005,0.511,1.164,46.44,17,0
99.57,-1.061,0.433,-0.277,1.179,23.76,1,0
75.57,-0.255,-0.168,0.641,0.711,59.2,0,0
110.51,1.499,0.473,-1.51,2.18,65.0,21,1
117.93,-1.571,0.529,-0.898,1.885,52.71,11,1
113.13,-1.238,1.795,0.394,2.216,71.6,16,1
108.52,-0.645,1.345,-2.482,2.895,84.06,3,1
75.0,1.198,0.036,0.68,1.378,25.34,17,0
63.23,0.075,0.062,0.024,0.1,48.79,22,0
76.79,-0.577,-0.176,0.24,0.649,58.72,5,0
96.34,0.548,-0.706,1.055,1.383,82.31,7,1
84.01,-0.348,0.04,0.609,0.702,50.54,3,0
108.3,-0.641,0.042,0.466,0.793,39.09,20,0
91.64,-0.076,0.084,0.982,0.989,68.45,7,0
109.8,0.598,0.767,-1.284,1.611,64.56,1,1
87.8,0.371,-1.233,-0.409,1.351,41.28,18,0
106.52,0.685,-2.3,0.966,2.587,43.14,20,0
87.58,0.193,0.199,-0.058,0.283,45.39,12,0
66.81,0.114,-0.047,0.04,0.129,60.03,15,0
75.94,-0.278,0.149,-0.13,0.341,21.07,5,0
97.95,0.049,-0.048,0.056,0.088,60.3,4,0
110.18,-0.059,0.115,-0.096,0.162,22.4,20,0
79.15,0.255,-0.696,-0.023,0.741,57.64,12,0
104.65,-1.089,-0.639,0.215,1.281,58.86,23,1
70.83,0.612,0.076,-0.595,0.857,46.58,11,0
67.42,-0.325,-0.066,0.047,0.335,83.22,2,0
136.11,1.009,-3.645,-0.767,3.859,97.68,7,2
96.47,-0.679,-0.366,1.324,1.533,63.52,4,0
85.77,-1.338,0.064,0.86,1.592,27.78,8,0
91.55,-1.458,-0.321,0.452,1.56,25.73,17,0
76.74,0.292,1.193,-0.18,1.241,33.37,4,0
117.22,2.048,-1.852,0.869,2.895,105.25,4,2
79.11,-0.299,0.864,-0.822,1.229,18.77,21,0
87.84,-1.651,-0.879,-1.574,2.445,30.7,4,0
158.74,3.053,-0.312,1.956,3.64,95.93,19,2
75.28,0.195,-0.024,-0.991,1.011,29.75,13,0
62.57,0.732,0.602,-0.683,1.168,37.0,3,0
70.79,0.07,-0.022,0.051,0.09,52.41,9,0
172.96,0.072,1.915,-2.015,2.781,97.55,6,2
105.92,0.053,-0.0,0.009,0.054,42.09,19,0
90.98,-0.309,-0.236,-0.029,0.39,48.6,10,0
68.86,1.101,0.793,0.371,1.407,37.04,11,0
80.56,-0.258,0.388,0.066,0.47,36.91,16,0
128.24,0.006,2.214,-1.545,2.7,99.09,10,2
104.77,0.276,1.642,-0.347,1.701,72.01,19,1
109.41,0.515,-2.023,0.468,2.139,82.16,21,1
105.67,-1.777,1.066,1.413,2.509,73.49,13,1
99.85,-0.127,-0.821,1.423,1.648,59.84,18,0
107.25,1.488,-0.794,-0.226,1.702,69.01,20,1
138.69,2.236,-1.035,-1.535,2.903,105.46,5,2
116.65,-1.479,-0.753,2.254,2.799,86.94,20,1
86.52,-0.493,0.033,-1.266,1.359,31.83,1,0
149.73,0.797,0.01,1.195,1.437,107.41,15,2
100.15,0.723,1.254,-1.099,1.818,64.77,18,1
84.35,-1.053,0.508,-0.805,1.42,31.17,10,0
109.66,-0.67,-0.557,-0.77,1.163,22.37,3,0
89.21,-0.154,-0.684,0.338,0.779,41.51,18,0
61.75,0.375,-0.217,1.091,1.174,49.37,7,0
87.64,1.527,-0.673,-1.302,2.117,76.88,8,1
37.352963136023796,-0.112,1.574,-0.319,1.6099009286288397,24.02,5,0
